Job ID,Job Title,Salary,Skills,Location,Years of Experience,Company Name,Mode of Work,skills_tokens,job_title_tokens
2957,3D Animator,$93897,"Character Animation, 3D Modeling, Storyboarding, Animation Software","Peoria, IL",3,Infinity Game Studios,Remote,"[101, 2839, 7284, 1010, 7605, 11643, 1010, 2466, 21172, 1010, 7284, 4007, 102]","[101, 7605, 25132, 102]"
2958,Senior Database Developer,$167177,"Data Warehousing, SQL Server, Microsoft Access, ETL Processes","Carson City, NV",14,Nova Enterprises,Onsite,"[101, 2951, 16283, 6806, 18161, 1010, 29296, 8241, 1010, 7513, 3229, 1010, 3802, 2140, 6194, 102]","[101, 3026, 7809, 9722, 102]"
2959,Public Health Official,$115186,"Biostatistics, Health Education, Epidemiology","New Orleans, LA",5,Jade Services,Hybrid,"[101, 16012, 9153, 16774, 6558, 1010, 2740, 2495, 1010, 4958, 5178, 4328, 6779, 102]","[101, 2270, 2740, 2880, 102]"
2960,Software Developer,$47392,"React, Angular, Spring Boot, AWS Lambda","Worcester, MA",3,Cobalt Tech,Remote,"[101, 10509, 1010, 16108, 1010, 3500, 9573, 1010, 22091, 2015, 23375, 102]","[101, 4007, 9722, 102]"
2961,Senior Real Estate Agent,$246633,"Leasing Agreements, Sales, Real Estate Marketing","Idaho Falls, ID",11,New Dawn Technologies,Remote,"[101, 26707, 10540, 1010, 4341, 1010, 2613, 3776, 5821, 102]","[101, 3026, 2613, 3776, 4005, 102]"
2962,Senior Logistics Coordinator,$201935,"Supply Chain Optimization, Warehouse Operations, Supply Chain Management, Logistics Software","Reno, NV",10,GoldenGate Tech,Remote,"[101, 4425, 4677, 20600, 1010, 9746, 3136, 1010, 4425, 4677, 2968, 1010, 12708, 4007, 102]","[101, 3026, 12708, 10669, 102]"
2963,Senior Data Engineer,$230953,"Apache Spark, SQL, ETL Development, Python, Big Data Technologies","Des Moines, IA",12,Pioneer Works,Hybrid,"[101, 15895, 12125, 1010, 29296, 1010, 3802, 2140, 2458, 1010, 18750, 1010, 2502, 2951, 6786, 102]","[101, 3026, 2951, 3992, 102]"
2964,Microsoft CRM Developer,$149664,"PowerApps, Canvas, Custom Workflow Creation, C#","Lexington, KY",2,TechBridge,Onsite,"[101, 2373, 29098, 2015, 1010, 10683, 1010, 7661, 2147, 12314, 4325, 1010, 1039, 1001, 102]","[101, 7513, 13675, 2213, 9722, 102]"
2965,3D Animator,$74158,"Animation Software, Visual Effects, Motion Capture, 3D Rendering","Grand Rapids, MI",3,TechCorp,Onsite,"[101, 7284, 4007, 1010, 5107, 3896, 1010, 4367, 5425, 1010, 7605, 14259, 102]","[101, 7605, 25132, 102]"
2966,Senior Microsoft CRM Developer,$58650,"Integration Services, SQL Server, C#, ASP .NET","Pierre, SD",6,Pinnacle Platforms,Onsite,"[101, 8346, 2578, 1010, 29296, 8241, 1010, 1039, 1001, 1010, 2004, 2361, 1012, 5658, 102]","[101, 3026, 7513, 13675, 2213, 9722, 102]"
2967,Senior Web Developer,$110768,"Security Practices, CSS, HTML, Node.js","Cranston, RI",7,EcoSystems,Hybrid,"[101, 3036, 6078, 1010, 20116, 2015, 1010, 16129, 1010, 13045, 1012, 1046, 2015, 102]","[101, 3026, 4773, 9722, 102]"
2968,Senior 3D Animator,$191418,"Character Animation, Animation Software, Visual Effects, Animation, Motion Capture","Newark, DE",14,Solar Flare Studios,Hybrid,"[101, 2839, 7284, 1010, 7284, 4007, 1010, 5107, 3896, 1010, 7284, 1010, 4367, 5425, 102]","[101, 3026, 7605, 25132, 102]"
2969,Data Engineer,$93661,"Data Warehousing, Data Integration, ETL Development, Data Pipeline Construction, Real-time Data Processing","Warwick, RI",3,Celestial Systems,Onsite,"[101, 2951, 16283, 6806, 18161, 1010, 2951, 8346, 1010, 3802, 2140, 2458, 1010, 2951, 13117, 2810, 1010, 2613, 1011, 2051, 2951, 6364, 102]","[101, 2951, 3992, 102]"
2970,Senior Database Developer,$147677,"MySQL, Microsoft Access, Performance Tuning, Database Design","Stamford, CT",8,CapitalTech,Hybrid,"[101, 2026, 2015, 4160, 2140, 1010, 7513, 3229, 1010, 2836, 17372, 1010, 7809, 2640, 102]","[101, 3026, 7809, 9722, 102]"
2971,Senior Video Game Designer,$216081,"Storytelling, Player Psychology, Game Development Engines","Anchorage, AK",12,Shadowfax Technologies,Remote,"[101, 20957, 1010, 2447, 6825, 1010, 2208, 2458, 5209, 102]","[101, 3026, 2678, 2208, 5859, 102]"
2972,Cloud Solutions Architect,$131679,"Google Cloud, Cloud Security, Azure, AWS, Cloud Migration","Las Vegas, NV",4,Innovative Tech Solutions,Hybrid,"[101, 8224, 6112, 1010, 6112, 3036, 1010, 24296, 1010, 22091, 2015, 1010, 6112, 9230, 102]","[101, 6112, 7300, 4944, 102]"
2973,Senior Foreign Language Translator,$206254,"Multilingual Communication, Cultural Awareness, Document Translation","Kansas City, MO",9,Infinity Game Studios,Hybrid,"[101, 4800, 2989, 8787, 4807, 1010, 3451, 7073, 1010, 6254, 5449, 102]","[101, 3026, 3097, 2653, 11403, 102]"
2974,Marketing Specialist,$61227,"Facebook Ads, AdWords, Social Media, Google Analytics, Brand Management","Birmingham, AL",2,Mystic Tech,Hybrid,"[101, 9130, 14997, 1010, 4748, 22104, 1010, 2591, 2865, 1010, 8224, 25095, 1010, 4435, 2968, 102]","[101, 5821, 8325, 102]"
2975,Senior Marketing Specialist,$125027,"Content Creation, Brand Management, Social Media","Las Cruces, NM",8,Pixel Graphics,Onsite,"[101, 4180, 4325, 1010, 4435, 2968, 1010, 2591, 2865, 102]","[101, 3026, 5821, 8325, 102]"
2976,SEO Consultant,$71086,"Google Analytics, SEO Strategy, Content Optimization, Search Engine Algorithms","Little Rock, AR",4,Jade Services,Remote,"[101, 8224, 25095, 1010, 27457, 5656, 1010, 4180, 20600, 1010, 3945, 3194, 13792, 102]","[101, 27457, 8930, 102]"
2977,Senior Public Health Official,$178320,"Epidemiology, Emergency Response, Community Health, Health Promotion Programs","Cranston, RI",10,Summit Securities,Onsite,"[101, 4958, 5178, 4328, 6779, 1010, 5057, 3433, 1010, 2451, 2740, 1010, 2740, 4712, 3454, 102]","[101, 3026, 2270, 2740, 2880, 102]"
2978,Data Scientist,$102658,"Hadoop, TensorFlow, Statistical Analysis, Data Mining, Spark","Lincoln, NE",1,Catalyst Creations,Onsite,"[101, 2018, 18589, 1010, 23435, 12314, 1010, 7778, 4106, 1010, 2951, 5471, 1010, 12125, 102]","[101, 2951, 7155, 102]"
2979,Senior Database Developer,$151187,"Oracle, Cassandra, Database Design, SQL Server, PostgreSQL","Raleigh, NC",14,Gemini Solutions,Remote,"[101, 14721, 1010, 15609, 1010, 7809, 2640, 1010, 29296, 8241, 1010, 2695, 17603, 2015, 4160, 2140, 102]","[101, 3026, 7809, 9722, 102]"
2980,Senior Data Security Analyst,$169390,"Compliance Standards, Penetration Testing, Vulnerability Assessment, Encryption, Information Security","Norfolk, VA",15,Phoenix Enterprises,Remote,"[101, 12646, 4781, 1010, 20015, 5604, 1010, 18130, 7667, 1010, 21999, 1010, 2592, 3036, 102]","[101, 3026, 2951, 3036, 12941, 102]"
2981,Senior Fintech Analyst,$86756,"Quantitative Analysis, Regulatory Knowledge, Cryptocurrency Analysis","Pierre, SD",7,Orbit Innovations,Hybrid,"[101, 20155, 4106, 1010, 10738, 3716, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 102]","[101, 3026, 10346, 15007, 12941, 102]"
2982,Data Security Analyst,$121990,"Information Security, Encryption, Vulnerability Assessment, Network Security, Compliance Standards","Pierre, SD",1,Catalyst Creations,Remote,"[101, 2592, 3036, 1010, 21999, 1010, 18130, 7667, 1010, 2897, 3036, 1010, 12646, 4781, 102]","[101, 2951, 3036, 12941, 102]"
2983,Senior Cybersecurity Analyst,$137317,"Compliance, Ethical Hacking, Network Security, Cybersecurity","Montpelier, VT",7,Elite Operations,Remote,"[101, 12646, 1010, 12962, 23707, 1010, 2897, 3036, 1010, 16941, 3366, 10841, 15780, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
2984,Senior Human Resources Manager,$43435,"Compliance, HR Policies, Employee Engagement, Benefits Administration","Little Rock, AR",7,Omega Mobile,Onsite,"[101, 12646, 1010, 17850, 6043, 1010, 7904, 8147, 1010, 6666, 3447, 102]","[101, 3026, 2529, 4219, 3208, 102]"
2985,AI Research Scientist,$108803,"AI Model Optimization, Machine Learning, Natural Language Processing","Burlington, VT",3,Titan Tech,Onsite,"[101, 9932, 2944, 20600, 1010, 3698, 4083, 1010, 3019, 2653, 6364, 102]","[101, 9932, 2470, 7155, 102]"
2986,Senior Software Tester,$67572,"Security Testing, Bug Tracking, Test Automation, Manual Testing","Green Bay, WI",7,Oceanic Ventures,Remote,"[101, 3036, 5604, 1010, 11829, 9651, 1010, 3231, 19309, 1010, 6410, 5604, 102]","[101, 3026, 4007, 3231, 2121, 102]"
2987,Senior DevOps Engineer,$247184,"Monitoring and Logging, Docker, Linux, CI/CD","Raleigh, NC",10,Titan Tech,Onsite,"[101, 8822, 1998, 15899, 1010, 8946, 2121, 1010, 11603, 1010, 25022, 1013, 3729, 102]","[101, 3026, 16475, 11923, 3992, 102]"
2988,Senior Environmental Scientist,$209899,"Environmental Impact Analysis, Pollution Control, Waste Management","Cincinnati, OH",15,Pioneer Works,Hybrid,"[101, 4483, 4254, 4106, 1010, 10796, 2491, 1010, 5949, 2968, 102]","[101, 3026, 4483, 7155, 102]"
2989,Senior Human Resources Manager,$51276,"Benefits Administration, Training, Employee Relations","Harrisburg, PA",7,Infinity Game Studios,Remote,"[101, 6666, 3447, 1010, 2731, 1010, 7904, 4262, 102]","[101, 3026, 2529, 4219, 3208, 102]"
2990,Marketing Specialist,$110609,"Brand Management, Content Creation, Email Marketing","Charlotte, NC",2,Solar Flare Studios,Remote,"[101, 4435, 2968, 1010, 4180, 4325, 1010, 10373, 5821, 102]","[101, 5821, 8325, 102]"
2991,Fintech Analyst,$135245,"Blockchain, Regulatory Knowledge, Financial Markets","Sioux Falls, SD",5,GreenLeaf Technologies,Onsite,"[101, 3796, 24925, 2078, 1010, 10738, 3716, 1010, 3361, 6089, 102]","[101, 10346, 15007, 12941, 102]"
2992,Sales Associate,$88680,"Lead Generation, Market Analysis, Sales Techniques","Milwaukee, WI",5,UrbanTech,Onsite,"[101, 2599, 4245, 1010, 3006, 4106, 1010, 4341, 5461, 102]","[101, 4341, 5482, 102]"
2993,3D Animator,$93014,"Motion Capture, Texturing, Visual Effects, Animation","Dallas, TX",2,Paramount Tech,Onsite,"[101, 4367, 5425, 1010, 3793, 12228, 1010, 5107, 3896, 1010, 7284, 102]","[101, 7605, 25132, 102]"
2994,Senior AI Research Scientist,$178933,"Computer Vision, Natural Language Processing, Python, AI Applications","Norfolk, VA",13,Omega Mobile,Hybrid,"[101, 3274, 4432, 1010, 3019, 2653, 6364, 1010, 18750, 1010, 9932, 5097, 102]","[101, 3026, 9932, 2470, 7155, 102]"
2995,Senior Software Developer,$215817,"Black Box Testing, GraphQL, API Design, Cloud Services","Augusta, GA",13,Golden Ratio Enterprises,Remote,"[101, 2304, 3482, 5604, 1010, 10629, 4160, 2140, 1010, 17928, 2640, 1010, 6112, 2578, 102]","[101, 3026, 4007, 9722, 102]"
2996,Senior 3D Animator,$198434,"Rigging, Visual Effects, Texturing","Austin, TX",9,Pinnacle Platforms,Hybrid,"[101, 19838, 4726, 1010, 5107, 3896, 1010, 3793, 12228, 102]","[101, 3026, 7605, 25132, 102]"
2997,Database Developer,$60904,"MySQL, Microsoft Access, Performance Tuning, ETL Processes, Cassandra","Fort Smith, AR",4,Peak Performance Systems,Onsite,"[101, 2026, 2015, 4160, 2140, 1010, 7513, 3229, 1010, 2836, 17372, 1010, 3802, 2140, 6194, 1010, 15609, 102]","[101, 7809, 9722, 102]"
2998,Software Developer,$97487,"Go, Java, AWS Lambda","Tallahassee, FL",2,GreenTech Innovations,Hybrid,"[101, 2175, 1010, 9262, 1010, 22091, 2015, 23375, 102]","[101, 4007, 9722, 102]"
2999,Senior 3D Animator,$160200,"Character Animation, Storyboarding, Animation","Cleveland, OH",9,Iris Innovations,Remote,"[101, 2839, 7284, 1010, 2466, 21172, 1010, 7284, 102]","[101, 3026, 7605, 25132, 102]"
3000,Senior Product Manager,$161469,"Data-Driven Decision Making, SEO/SEM, Product Lifecycle Management, Business Analysis","Missoula, MT",9,Springboard Solutions,Hybrid,"[101, 2951, 1011, 5533, 3247, 2437, 1010, 27457, 1013, 7367, 2213, 1010, 4031, 2166, 23490, 2968, 1010, 2449, 4106, 102]","[101, 3026, 4031, 3208, 102]"
3001,UX Designer,$58154,"Interaction Design, Responsive Design, User Research","Davenport, IA",2,DataTrend,Hybrid,"[101, 8290, 2640, 1010, 26651, 2640, 1010, 5310, 2470, 102]","[101, 1057, 2595, 5859, 102]"
3002,Senior Data Scientist,$151637,"Data Analysis, Deep Learning, Python, Big Data Technologies","San Diego, CA",10,EcoSystems,Remote,"[101, 2951, 4106, 1010, 2784, 4083, 1010, 18750, 1010, 2502, 2951, 6786, 102]","[101, 3026, 2951, 7155, 102]"
3003,3D Animator,$126940,"Storyboarding, Texturing, 3D Rendering, Animation Software, Character Animation","Pierre, SD",1,Terra Firma Technologies,Remote,"[101, 2466, 21172, 1010, 3793, 12228, 1010, 7605, 14259, 1010, 7284, 4007, 1010, 2839, 7284, 102]","[101, 7605, 25132, 102]"
3004,Senior Fintech Analyst,$165685,"Machine Learning, Blockchain, Financial Modeling","New Orleans, LA",13,Lighthouse Logistics,Hybrid,"[101, 3698, 4083, 1010, 3796, 24925, 2078, 1010, 3361, 11643, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3005,Senior Fintech Analyst,$181804,"Blockchain, Cryptocurrency Analysis, Python, Regulatory Knowledge, Financial Modeling","Lincoln, NE",12,Pioneer Works,Hybrid,"[101, 3796, 24925, 2078, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 1010, 18750, 1010, 10738, 3716, 1010, 3361, 11643, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3006,Data Security Analyst,$128423,"Data Privacy, Incident Response, Vulnerability Assessment, Compliance Standards, Penetration Testing","Fort Smith, AR",1,Digital Dreams,Onsite,"[101, 2951, 9394, 1010, 5043, 3433, 1010, 18130, 7667, 1010, 12646, 4781, 1010, 20015, 5604, 102]","[101, 2951, 3036, 12941, 102]"
3007,Senior Fintech Analyst,$53814,"Regulatory Knowledge, Python, Financial Markets, Blockchain, Financial Modeling","Shreveport, LA",6,Chronos Technology,Onsite,"[101, 10738, 3716, 1010, 18750, 1010, 3361, 6089, 1010, 3796, 24925, 2078, 1010, 3361, 11643, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3008,Senior Fintech Analyst,$228477,"Cryptocurrency Analysis, Risk Management, Blockchain, Regulatory Knowledge, Financial Markets","Little Rock, AR",11,Sapphire Systems,Hybrid,"[101, 19888, 10085, 3126, 7389, 5666, 4106, 1010, 3891, 2968, 1010, 3796, 24925, 2078, 1010, 10738, 3716, 1010, 3361, 6089, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3009,Technical Writer,$126768,"Proofreading, Online Help Systems, Research","Lexington, KY",2,Gemini Solutions,Remote,"[101, 6947, 16416, 4667, 1010, 3784, 2393, 3001, 1010, 2470, 102]","[101, 4087, 3213, 102]"
3010,SEO Consultant,$144060,"Webmaster Tools, Google Analytics, Content Optimization, Search Engine Algorithms","San Francisco, CA",5,Jade Services,Remote,"[101, 4773, 8706, 5906, 1010, 8224, 25095, 1010, 4180, 20600, 1010, 3945, 3194, 13792, 102]","[101, 27457, 8930, 102]"
3011,Sales Associate,$144055,"Lead Generation, Product Presentation, Negotiation","Huntsville, AL",4,ProductPros,Hybrid,"[101, 2599, 4245, 1010, 4031, 8312, 1010, 19905, 102]","[101, 4341, 5482, 102]"
3012,Senior DevOps Engineer,$147657,"Jenkins, CI/CD, Cloud Deployment","Baton Rouge, LA",8,Vortex Dynamics,Onsite,"[101, 11098, 1010, 25022, 1013, 3729, 1010, 6112, 10813, 102]","[101, 3026, 16475, 11923, 3992, 102]"
3013,Senior Software Developer,$166252,"Microservices, Cloud Services, DevOps Practices","Colorado Springs, CO",14,Catalyst Creations,Hybrid,"[101, 12702, 8043, 7903, 2229, 1010, 6112, 2578, 1010, 16475, 11923, 6078, 102]","[101, 3026, 4007, 9722, 102]"
3014,Video Game Designer,$97578,"Interactive Storytelling, Game Testing, Game Development Engines","Stamford, CT",2,Agile Development Co.,Hybrid,"[101, 9123, 20957, 1010, 2208, 5604, 1010, 2208, 2458, 5209, 102]","[101, 2678, 2208, 5859, 102]"
3015,Data Security Analyst,$47493,"Vulnerability Assessment, Encryption, Penetration Testing","Fargo, ND",4,BioTech Health,Onsite,"[101, 18130, 7667, 1010, 21999, 1010, 20015, 5604, 102]","[101, 2951, 3036, 12941, 102]"
3016,Senior Real Estate Agent,$150072,"Real Estate Economics, Property Management, Negotiation, Sales, Property Appraisal","Albany, NY",9,ProductPros,Hybrid,"[101, 2613, 3776, 5543, 1010, 3200, 2968, 1010, 19905, 1010, 4341, 1010, 3200, 10439, 14995, 12002, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3017,AI Research Scientist,$142385,"AI Ethics, AI Model Optimization, Deep Learning","Nampa, ID",4,CloudNet Systems,Hybrid,"[101, 9932, 9615, 1010, 9932, 2944, 20600, 1010, 2784, 4083, 102]","[101, 9932, 2470, 7155, 102]"
3018,Senior Data Security Analyst,$171111,"Information Security, Security Operations, Vulnerability Assessment, Data Privacy, Network Security","Omaha, NE",11,Cobalt Tech,Hybrid,"[101, 2592, 3036, 1010, 3036, 3136, 1010, 18130, 7667, 1010, 2951, 9394, 1010, 2897, 3036, 102]","[101, 3026, 2951, 3036, 12941, 102]"
3019,Fintech Analyst,$104790,"Regulatory Knowledge, Python, Financial Markets, Cryptocurrency Analysis","Frankfort, KY",3,DesignHub,Hybrid,"[101, 10738, 3716, 1010, 18750, 1010, 3361, 6089, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 102]","[101, 10346, 15007, 12941, 102]"
3020,Senior Software Developer,$206423,"CI/CD, PHP, Java, TypeScript, Microservices","Wilmington, DE",11,Quantum Solutions,Onsite,"[101, 25022, 1013, 3729, 1010, 25718, 1010, 9262, 1010, 4127, 23235, 1010, 12702, 8043, 7903, 2229, 102]","[101, 3026, 4007, 9722, 102]"
3021,Senior Foreign Language Translator,$101269,"Document Translation, Technical Translation, Cultural Awareness, Localization, Translation","Memphis, TN",6,GoldenGate Tech,Onsite,"[101, 6254, 5449, 1010, 4087, 5449, 1010, 3451, 7073, 1010, 2334, 3989, 1010, 5449, 102]","[101, 3026, 3097, 2653, 11403, 102]"
3022,Senior SEO Consultant,$197350,"Keyword Research, Content Marketing, Content Optimization, SEO Strategy","Louisville, KY",9,Golden Ratio Enterprises,Onsite,"[101, 3145, 18351, 2470, 1010, 4180, 5821, 1010, 4180, 20600, 1010, 27457, 5656, 102]","[101, 3026, 27457, 8930, 102]"
3023,Database Developer,$141219,"ETL Processes, MongoDB, PostgreSQL","Huntsville, AL",0,Peak Performance Systems,Remote,"[101, 3802, 2140, 6194, 1010, 12256, 3995, 18939, 1010, 2695, 17603, 2015, 4160, 2140, 102]","[101, 7809, 9722, 102]"
3024,Senior Cybersecurity Analyst,$116701,"Firewalls, Risk Assessment, Network Security, Malware Analysis","Wilmington, DE",8,Titan Tech,Hybrid,"[101, 2543, 9628, 2015, 1010, 3891, 7667, 1010, 2897, 3036, 1010, 15451, 8059, 4106, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
3025,Senior Public Health Official,$98686,"Health Education, Emergency Response, Biostatistics, Public Health Surveillance","Jersey City, NJ",7,SpireTech,Remote,"[101, 2740, 2495, 1010, 5057, 3433, 1010, 16012, 9153, 16774, 6558, 1010, 2270, 2740, 9867, 102]","[101, 3026, 2270, 2740, 2880, 102]"
3026,Real Estate Agent,$94302,"Property Law, Market Analysis, Leasing Agreements","Newark, NJ",5,MarketHigh,Onsite,"[101, 3200, 2375, 1010, 3006, 4106, 1010, 26707, 10540, 102]","[101, 2613, 3776, 4005, 102]"
3027,Senior Software Tester,$175960,"Test Scripts, Test Automation, Test Planning, Manual Testing, Selenium","Dallas, TX",14,Shadowfax Technologies,Hybrid,"[101, 3231, 14546, 1010, 3231, 19309, 1010, 3231, 4041, 1010, 6410, 5604, 1010, 7367, 7770, 5007, 102]","[101, 3026, 4007, 3231, 2121, 102]"
3028,Senior Systems Analyst,$96464,"System Architecture, SAP, Cloud Computing","Cedar Rapids, IA",7,NextGen Developers,Hybrid,"[101, 2291, 4294, 1010, 20066, 1010, 6112, 9798, 102]","[101, 3026, 3001, 12941, 102]"
3029,Microsoft CRM Developer,$67264,"Azure, Automated Testing, Integration Services","Jersey City, NJ",1,Diamond Dynamics,Hybrid,"[101, 24296, 1010, 12978, 5604, 1010, 8346, 2578, 102]","[101, 7513, 13675, 2213, 9722, 102]"
3030,3D Animator,$48871,"3D Rendering, 3D Modeling, Rigging, Motion Capture","Orlando, FL",0,NetSolutions,Remote,"[101, 7605, 14259, 1010, 7605, 11643, 1010, 19838, 4726, 1010, 4367, 5425, 102]","[101, 7605, 25132, 102]"
3031,Senior Real Estate Agent,$98221,"Real Estate Marketing, Real Estate Economics, Leasing Agreements","Lincoln, NE",8,Velvet Ventures,Onsite,"[101, 2613, 3776, 5821, 1010, 2613, 3776, 5543, 1010, 26707, 10540, 102]","[101, 3026, 2613, 3776, 4005, 102]"
3032,Senior Cloud Solutions Architect,$213517,"Serverless Architectures, Azure, Docker","Portland, OR",10,Velvet Ventures,Hybrid,"[101, 8241, 3238, 4294, 2015, 1010, 24296, 1010, 8946, 2121, 102]","[101, 3026, 6112, 7300, 4944, 102]"
3033,Senior Sales Associate,$199481,"Negotiation, Market Analysis, Customer Service","Biloxi, MS",14,New Dawn Technologies,Hybrid,"[101, 19905, 1010, 3006, 4106, 1010, 8013, 2326, 102]","[101, 3026, 4341, 5482, 102]"
3034,Senior Foreign Language Translator,$242246,"Technical Translation, Language Proficiency, Document Translation","Seattle, WA",14,Urban Dynamics,Onsite,"[101, 4087, 5449, 1010, 2653, 26293, 1010, 6254, 5449, 102]","[101, 3026, 3097, 2653, 11403, 102]"
3035,Senior Technical Writer,$99265,"Online Help Systems, API Documentation, Research, Editing","Detroit, MI",6,Phoenix Enterprises,Onsite,"[101, 3784, 2393, 3001, 1010, 17928, 12653, 1010, 2470, 1010, 9260, 102]","[101, 3026, 4087, 3213, 102]"
3036,Graphic Designer,$95342,"InDesign, Web Design, Figma, User Interface Design, Photoshop","Seattle, WA",5,Velvet Ventures,Hybrid,"[101, 27427, 2229, 23773, 1010, 4773, 2640, 1010, 20965, 2863, 1010, 5310, 8278, 2640, 1010, 7760, 18471, 102]","[101, 8425, 5859, 102]"
3037,Senior Cloud Solutions Architect,$104910,"Cloud Migration, Hybrid Cloud, Cloud Storage Solutions, Google Cloud","Anchorage, AK",6,Aurora Analytics,Hybrid,"[101, 6112, 9230, 1010, 8893, 6112, 1010, 6112, 5527, 7300, 1010, 8224, 6112, 102]","[101, 3026, 6112, 7300, 4944, 102]"
3038,Senior Biomedical Engineer,$204966,"Biomaterials, Healthcare Technologies, Tissue Engineering, Clinical Engineering, Biomolecular Engineering","Austin, TX",12,MarketHigh,Onsite,"[101, 16012, 8585, 14482, 2015, 1010, 9871, 6786, 1010, 8153, 3330, 1010, 6612, 3330, 1010, 16012, 5302, 2571, 15431, 3330, 102]","[101, 3026, 20906, 3992, 102]"
3039,Senior Foreign Language Translator,$86767,"Language Proficiency, Technical Translation, Document Translation, Interpreting, Cultural Awareness","Norfolk, VA",8,CodeCrafters,Remote,"[101, 2653, 26293, 1010, 4087, 5449, 1010, 6254, 5449, 1010, 25455, 1010, 3451, 7073, 102]","[101, 3026, 3097, 2653, 11403, 102]"
3040,Senior Product Manager,$193210,"Marketing, Public Speaking, SEO/SEM, Product Lifecycle Management, Project Management","Huntington, WV",14,Catalyst Creations,Onsite,"[101, 5821, 1010, 2270, 4092, 1010, 27457, 1013, 7367, 2213, 1010, 4031, 2166, 23490, 2968, 1010, 2622, 2968, 102]","[101, 3026, 4031, 3208, 102]"
3041,Senior Fintech Analyst,$245438,"Risk Management, Financial Markets, Cryptocurrency Analysis","Lewiston, ME",9,Summit Securities,Remote,"[101, 3891, 2968, 1010, 3361, 6089, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3042,Senior 3D Animator,$176510,"Character Animation, Rigging, Storyboarding","Norman, OK",9,Digital Dynamo,Onsite,"[101, 2839, 7284, 1010, 19838, 4726, 1010, 2466, 21172, 102]","[101, 3026, 7605, 25132, 102]"
3043,Sales Associate,$139251,"Market Analysis, Customer Service, Client Relationship Management, Negotiation, Sales Techniques","Lansing, MI",1,Chronos Technology,Remote,"[101, 3006, 4106, 1010, 8013, 2326, 1010, 7396, 3276, 2968, 1010, 19905, 1010, 4341, 5461, 102]","[101, 4341, 5482, 102]"
3044,Systems Analyst,$144451,"SQL, SAP, Oracle Applications, Information Security, Troubleshooting","Cleveland, OH",3,Cascade Communications,Onsite,"[101, 29296, 1010, 20066, 1010, 14721, 5097, 1010, 2592, 3036, 1010, 13460, 23416, 2075, 102]","[101, 3001, 12941, 102]"
3045,Senior Sales Associate,$214444,"CRM, E-commerce, Sales Techniques, Salesforce, Customer Service","Boise, ID",11,MarketHigh,Remote,"[101, 13675, 2213, 1010, 1041, 1011, 6236, 1010, 4341, 5461, 1010, 4341, 14821, 1010, 8013, 2326, 102]","[101, 3026, 4341, 5482, 102]"
3046,Data Engineer,$104502,"Data Pipeline Construction, ETL Development, Data Modeling, Data Integration","Cheyenne, WY",4,Future Horizons,Remote,"[101, 2951, 13117, 2810, 1010, 3802, 2140, 2458, 1010, 2951, 11643, 1010, 2951, 8346, 102]","[101, 2951, 3992, 102]"
3047,Senior Corporate Lawyer,$155386,"Corporate Governance, Contract Law, Corporate Finance Law","Chicago, IL",11,EcoSystems,Remote,"[101, 5971, 10615, 1010, 3206, 2375, 1010, 5971, 5446, 2375, 102]","[101, 3026, 5971, 5160, 102]"
3048,Senior Human Resources Manager,$168219,"Employee Engagement, Recruitment, Workforce Planning, Benefits Administration","Mesa, AZ",14,Aurora Analytics,Onsite,"[101, 7904, 8147, 1010, 15680, 1010, 14877, 4041, 1010, 6666, 3447, 102]","[101, 3026, 2529, 4219, 3208, 102]"
3049,Senior Fintech Analyst,$188366,"Machine Learning, Financial Markets, Blockchain, Python, Quantitative Analysis","Greensboro, NC",11,Ethereal Arts,Onsite,"[101, 3698, 4083, 1010, 3361, 6089, 1010, 3796, 24925, 2078, 1010, 18750, 1010, 20155, 4106, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3050,Senior Fintech Analyst,$206108,"Blockchain, Python, Risk Management, Quantitative Analysis","Springfield, MA",12,Diamond Dynamics,Onsite,"[101, 3796, 24925, 2078, 1010, 18750, 1010, 3891, 2968, 1010, 20155, 4106, 102]","[101, 3026, 10346, 15007, 12941, 102]"
3051,Web Developer,$51601,"Angular, HTML, CSS, JavaScript, Security Practices","Springfield, MA",2,Ethereal Arts,Onsite,"[101, 16108, 1010, 16129, 1010, 20116, 2015, 1010, 9262, 22483, 1010, 3036, 6078, 102]","[101, 4773, 9722, 102]"
3052,Senior Cybersecurity Analyst,$108755,"Compliance, Cybersecurity, Malware Analysis, Risk Assessment","Evansville, IN",7,Stellar Support Services,Remote,"[101, 12646, 1010, 16941, 3366, 10841, 15780, 1010, 15451, 8059, 4106, 1010, 3891, 7667, 102]","[101, 3026, 16941, 3366, 10841, 15780, 12941, 102]"
